route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude,climbing_rating_complete,protection
Brownies In The Basin,Cob Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756787/brownies-in-the-basin,2.4,"Trad, Sport",5.9+,2.0,,40.0005,-105.3895,9.35,G
Night Vision,Cob Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105751810/night-vision,2.5,"Trad, Sport",5.10b PG13,3.0,,40.0005,-105.3895,10.2,PG13
Corn on the Cob,Cob Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764739/corn-on-the-cob,1.9,"Trad, Sport",5.10b/c,1.0,70.0,40.0005,-105.3895,10.25,G
Thunder Road,Cob Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764868/thunder-road,2.6,Sport,5.12-,1.0,70.0,40.0005,-105.3895,12.15,G
Maid Marian,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748041/maid-marian,1.1,Sport,5.9,1.0,,40.0014,-105.3959,9.0,G
The Prince and The Pauper,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106466173/the-prince-and-the-pauper,1.8,Sport,5.10a,1.0,60.0,40.0014,-105.3959,10.1,G
Boyz From The Hood,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106050176/boyz-from-the-hood,1.4,Sport,5.10b,1.0,60.0,40.0014,-105.3959,10.2,G
Men in Tights,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760656/men-in-tights,2.5,Sport,5.10b,1.0,60.0,40.0014,-105.3959,10.2,G
Tony Bubb's Little Stick,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762816/tony-bubbs-little-stick,1.7,Sport,5.10c,1.0,70.0,40.0014,-105.3959,10.3,G
Tuckered and Fried,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748038/tuckered-and-fried,2.4,Sport,5.10c,1.0,,40.0014,-105.3959,10.3,G
Fatman and Robin,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762801/fatman-and-robin,2.2,Sport,5.10d,1.0,70.0,40.0014,-105.3959,10.4,G
Merry Men,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748026/merry-men,2.4,Sport,5.11a,1.0,,40.0014,-105.3959,11.1,G
Sheriff's Tariff,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748035/sheriffs-tariff,2.7,Sport,5.11a/b,1.0,,40.0014,-105.3959,11.15,G
Robbin' the Hood,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748032/robbin-the-hood,2.8,Sport,5.11c,1.0,,40.0014,-105.3959,11.3,G
Prince of Thieves,Sherwood Forest > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748029/prince-of-thieves,3.1,Sport,5.12b,1.0,,40.0014,-105.3959,12.2,G
Thanks Bill Left,Bummers Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748157/thanks-bill-left,1.5,Sport,5.11a R,2.0,,40.0095,-105.3434,11.1,R
Suspended Man,Bummers Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748151/suspended-man,1.0,Sport,5.12b,2.0,,40.0095,-105.3434,12.2,G
Moby Dike,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764400/moby-dike,1.5,Sport,5.10b,1.0,60.0,40.0018,-105.3869,10.2,G
Reveille,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759228/reveille,2.0,"Trad, Sport",5.10d,1.0,90.0,40.0018,-105.3869,10.4,G
Electricity,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761691/electricity,1.3,"Trad, Sport",5.12a,2.0,150.0,40.0018,-105.3869,12.1,G
Rise and Shine,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759225/rise-and-shine,3.2,Sport,5.12a,1.0,90.0,40.0018,-105.3869,12.1,G
Return To Sender,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761676/return-to-sender,2.1,Sport,5.12a/b,2.0,130.0,40.0018,-105.3869,12.15,G
Peach Cobbler,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107926712/peach-cobbler,2.7,Sport,5.12b,1.0,50.0,40.0018,-105.3869,12.2,G
Welcome Home,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105763506/welcome-home,2.0,Sport,5.12b/c,1.0,40.0,40.0018,-105.3869,12.25,G
The Spins,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105763530/the-spins,1.5,"Trad, Sport",5.12c,1.0,60.0,40.0018,-105.3869,12.3,G
The Jitters,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759231/the-jitters,2.0,Sport,5.12c,1.0,80.0,40.0018,-105.3869,12.3,G
The Buzz,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105753976/the-buzz,2.7,Sport,5.12d,1.0,,40.0018,-105.3869,12.4,G
The Lorax,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759219/the-lorax,3.8,Sport,5.13b,1.0,90.0,40.0018,-105.3869,13.2,G
Speaks For The Trees,Bitty Buttress > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/117259145/speaks-for-the-trees,4.0,Sport,5.14c,1.0,80.0,40.0018,-105.3869,14.3,G
Last Laugh,Happy Hour Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756565/last-laugh,2.2,"Trad, Sport, TR",5.11a,1.0,100.0,40.0033,-105.3939,11.1,G
Qs,The Boulderado > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748105/qs,2.5,"Sport, TR",5.9+,1.0,,39.99738,-105.41615,9.35,G
Jazz on the Mezzanine,The Boulderado > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762738/jazz-on-the-mezzanine,2.6,Sport,5.12b,1.0,40.0,39.99738,-105.41615,12.2,G
That's Weak,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748274/thats-weak,2.1,"Sport, TR",5.10a,1.0,,39.997,-105.4139,10.1,G
The Politician,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/111972843/the-politician,2.6,Sport,5.10a,1.0,100.0,39.997,-105.4139,10.1,G
Climb-Eye-Knight,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764010/climb-eye-knight,2.2,Sport,5.10b,1.0,90.0,39.997,-105.4139,10.2,G
Monkey's Sister,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106546321/monkeys-sister,1.6,Sport,5.10,1.0,70.0,39.997,-105.4139,10.0,G
Monkey's Uncle,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757210/monkeys-uncle,2.1,Sport,5.10d,1.0,,39.997,-105.4139,10.4,G
Pin Cushion,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760398/pin-cushion,2.0,Sport,5.11c,1.0,50.0,39.997,-105.4139,11.3,G
Trash It and Move On,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758443/trash-it-and-move-on,2.6,"Trad, Sport",5.11c,2.0,170.0,39.997,-105.4139,11.3,G
The Bureau (Pitch 1),Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106180614/the-bureau-pitch-1,2.9,Sport,5.11d,1.0,50.0,39.997,-105.4139,11.4,G
Fear of Sunlight,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105751471/fear-of-sunlight,1.6,Sport,5.11d,1.0,70.0,39.997,-105.4139,11.4,G
Blood Doll,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760515/blood-doll,2.0,Sport,5.12a,1.0,80.0,39.997,-105.4139,12.1,G
Le Stat,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760338/le-stat,2.5,Sport,5.12a,2.0,140.0,39.997,-105.4139,12.1,G
"The Good, The Bad, and The Jacked",Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758419/the-good-the-bad-and-the-jacked,3.5,Sport,5.12a,2.0,150.0,39.997,-105.4139,12.1,G
A.C.E.,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764058/ace,1.7,Sport,5.12a,1.0,80.0,39.997,-105.4139,12.1,G
Wanker,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757207/wanker,3.0,Sport,5.12a/b,1.0,,39.997,-105.4139,12.15,G
Transylverlina,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/119242027/transylverlina,1.5,Sport,5.12b,4.0,,39.997,-105.4139,12.2,G
3Ts,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/121185106/3ts,4.0,Sport,5.12b,2.0,150.0,39.997,-105.4139,12.2,G
Wanker (upper),Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/121727595/wanker-upper,3.0,Sport,5.12b,1.0,90.0,39.997,-105.4139,12.2,G
Heart of the Narrows,Vampire Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764007/heart-of-the-narrows,2.3,Sport,5.12b,4.0,350.0,39.997,-105.4139,12.2,G
Wimps,Nip and Tuck > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/111216924/wimps,1.8,Sport,5.8+,1.0,45.0,39.98709,-105.43728,8.35,G
Gimps,Nip and Tuck > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/111216940/gimps,1.9,Sport,5.9-,1.0,45.0,39.98709,-105.43728,9.15,G
Arête,Nip and Tuck > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748331/arete,2.4,"Sport, TR",5.10b,1.0,50.0,39.98709,-105.43728,10.2,G
Antagonism,Nip and Tuck > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748340/antagonism,2.4,"Sport, TR",5.12b,1.0,50.0,39.98709,-105.43728,12.2,G
Gyro Captain,Nip and Tuck > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761721/gyro-captain,2.2,Sport,5.12b,1.0,30.0,39.98709,-105.43728,12.2,G
Mr. Spiffy,Nip and Tuck > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759582/mr-spiffy,2.5,Sport,5.13a,1.0,30.0,39.98709,-105.43728,13.1,G
Caddis/Argus,Nip and Tuck > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764013/caddisargus,1.8,"Sport, Boulder",5.13c V10,1.0,40.0,39.98709,-105.43728,13.3,G
Mr. Stiffy,Nip and Tuck > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/111030257/mr-stiffy,3.0,Sport,5.14a,1.0,40.0,39.98709,-105.43728,14.1,G
Unknown,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105992126/unknown,0.7,Sport,5.9,1.0,35.0,39.9871,-105.4384,9.0,G
Contortionist's Pleasure,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105992111/contortionists-pleasure,0.8,"Trad, Sport",5.9+,1.0,30.0,39.9871,-105.4384,9.35,G
Unknown Variation,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105992133/unknown-variation,1.3,Sport,5.10b,1.0,35.0,39.9871,-105.4384,10.2,G
Québec Connection,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105850549/quebec-connection,1.6,"Trad, Sport",5.11a,1.0,50.0,39.9871,-105.4384,11.1,G
Magie Noire,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105852519/magie-noire,2.2,Sport,5.11b,1.0,40.0,39.9871,-105.4384,11.2,G
El Gallito,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105993425/el-gallito,2.2,Sport,5.11c,1.0,40.0,39.9871,-105.4384,11.3,G
Turkey Neck Direct,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106209571/turkey-neck-direct,2.3,"Sport, TR",5.11+,1.0,50.0,39.9871,-105.4384,11.35,G
Warlock Pinchers,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106209610/warlock-pinchers,1.9,"Sport, TR",5.12a,1.0,42.0,39.9871,-105.4384,12.1,G
Pinche Guey,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106209595/pinche-guey,2.8,Sport,5.12b,1.0,45.0,39.9871,-105.4384,12.2,G
Warlock Pinche,Stepping Stones > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107520576/warlock-pinche,3.0,Sport,5.12b,1.0,60.0,39.9871,-105.4384,12.2,G
Gluten Free,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107578406/gluten-free,2.2,"Trad, Sport",5.10,1.0,70.0,39.9787,-105.4551,10.0,G
Beetle Bailey,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106522797/beetle-bailey,2.6,Sport,5.10,1.0,70.0,39.9787,-105.4551,10.0,G
The Big Splash,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105955297/the-big-splash,1.4,Sport,5.10,2.0,120.0,39.9787,-105.4551,10.0,G
Water World,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105838180/water-world,2.5,"Trad, Sport",5.11-,1.0,90.0,39.9787,-105.4551,11.15,G
Polyester Leisure Suit,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757729/polyester-leisure-suit,1.7,"Trad, Sport, TR",5.11b,1.0,90.0,39.9787,-105.4551,11.2,G
Storming the Castle,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106118679/storming-the-castle,2.7,Sport,5.11,1.0,50.0,39.9787,-105.4551,11.0,G
Subterranean Homesick Blues,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105834643/subterranean-homesick-blues,2.4,"Trad, Sport",5.12-,2.0,180.0,39.9787,-105.4551,12.15,G
Nuclear Winter,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/113833421/nuclear-winter,2.5,Sport,5.12b/c,1.0,60.0,39.9787,-105.4551,12.25,G
Close To the Edge,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105997014/close-to-the-edge,2.3,Sport,5.12b/c,1.0,,39.9787,-105.4551,12.25,G
Tourist Extravagance,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106332952/tourist-extravagance,2.3,Sport,5.12d,1.0,50.0,39.9787,-105.4551,12.4,G
Wild Times,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/118870036/wild-times,3.0,Sport,5.13a/b,,50.0,39.9787,-105.4551,13.15,G
Alien Sex Toy,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/113829263/alien-sex-toy,3.3,Sport,5.13b,1.0,60.0,39.9787,-105.4551,13.2,G
Crank It (aka Slabio),Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105753658/crank-it-aka-slabio,3.0,Sport,5.13c,1.0,,39.9787,-105.4551,13.3,G
Deadline,Castle Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759816/deadline,3.4,"Trad, Sport",5.13d,1.0,40.0,39.9787,-105.4551,13.4,G
Frictionary,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105749821/frictionary,1.7,"Sport, TR",5.7,1.0,,39.97305,-105.46306,7.0,G
The Touch,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105749824/the-touch,2.2,"Trad, Sport",5.8,1.0,,39.97305,-105.46306,8.0,G
Monkey Bob,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764040/monkey-bob,2.0,"Sport, TR",5.8,1.0,,39.97305,-105.46306,8.0,G
Choss Temple Pilots,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752299/choss-temple-pilots,2.1,Sport,5.8,1.0,,39.97305,-105.46306,8.0,G
Vitamin V,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764184/vitamin-v,1.8,Sport,5.9,1.0,50.0,39.97305,-105.46306,9.0,G
Chasing Sticks,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105755278/chasing-sticks,1.9,Sport,5.9,1.0,,39.97305,-105.46306,9.0,G
Dutch Oven,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752227/dutch-oven,1.8,Sport,5.9,1.0,,39.97305,-105.46306,9.0,G
Double Down,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764166/double-down,1.7,Sport,5.9+,1.0,50.0,39.97305,-105.46306,9.35,G
Dirty Dave's Dumpster Dive,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764181/dirty-daves-dumpster-dive,1.8,Sport,5.10a,1.0,50.0,39.97305,-105.46306,10.1,G
Wavy Gravy,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764187/wavy-gravy,1.8,Sport,5.10a,1.0,50.0,39.97305,-105.46306,10.1,G
Killer Fish Taco,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105754729/killer-fish-taco,2.3,Sport,5.11a,1.0,,39.97305,-105.46306,11.1,G
The Fix,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105754732/the-fix,2.4,Sport,5.11a,1.0,,39.97305,-105.46306,11.1,G
Platinum Curl,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752233/platinum-curl,1.9,Sport,5.11b,1.0,,39.97305,-105.46306,11.2,G
Hood Surfing In Socks,South Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752230/hood-surfing-in-socks,1.7,Sport,5.11c,1.0,,39.97305,-105.46306,11.3,G
Wise Crack,West Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758590/wise-crack,1.7,Sport,5.8,1.0,60.0,39.973,-105.4634,8.0,G
The Other One,West Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105753604/the-other-one,2.7,Sport,5.11a,1.0,,39.973,-105.4634,11.1,G
Pocket Fisherman,West Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105868232/pocket-fisherman,1.7,Sport,5.11a/b,1.0,65.0,39.973,-105.4634,11.15,G
Space Goats,West Face > Surprising Crag > The Sport Park > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107281525/space-goats,2.8,Sport,5.11c/d,1.0,70.0,39.973,-105.4634,11.35,G
